;crl.tot;dollar;bang;money;n000;make;yesno
1306;1200;0,174;0,334;0,2;0,1;0,1;y
1307;281;0,195;0,845;0;0;0,49;y
1308;135;0;0,233;0;0;0;y
1309;152;0,11;0,331;0;0,62;0;y
1310;62;0;0,564;0,9;0;0,9;y
1311;145;0;0,044;0;0;0;y
1312;464;0;0,269;0,47;0;0;y
1313;3313;0,15;0,268;0,57;1,14;0,54;y
1314;3327;0,15;0,273;0,57;1,14;0,54;y
1315;341;0,093;2,001;0;0;0,27;y
1316;85;0,354;0;0;0;0;y
1317;3220;0,065;0,013;0,17;0,1;0,1;y
1318;667;0,191;0,271;0,41;0,16;0,49;y
1319;164;0,128;0,085;0,54;0;0;y
1320;632;0,316;0,765;1,38;0;1,18;y
1321;45;0;0,203;0;0;0;y
1322;819;0,221;0,069;0,18;0,33;0,33;y
1323;81;0,198;0,198;0;0;0;y
1324;222;0,094;0;0,78;0;0;y
1325;328;0;0,222;0,34;0;0;y
1326;45;0;0;0;0;0;y
1327;557;0;0,594;0;0;0;y
1328;339;0,094;1,282;0;0;0,28;y
1329;343;0,051;0,103;0;0;0,3;y
1330;78;0;0;1,88;0;0;y
1331;25;0;0,537;6,66;0;0;y
1332;78;0;0;1,88;0;0;y
1333;25;0;0,537;6,66;0;0;y
1334;78;0;0;1,88;0;0;y
1335;25;0;0,537;6,66;0;0;y
1336;381;0,066;0,016;0;0,74;0;y
1337;74;0,347;0,486;0;1,92;0;y
1338;157;0,242;1,089;0;1,36;0;y
1339;217;0,149;0,373;0;0;0;y
1340;903;0,099;0;0,17;0;0;y
1341;69;0;0,684;0;0;0;y
1342;328;0;0,14;0;0;0;y
1343;75;0;3,427;0;0;0;y
1344;535;0,032;0,257;0,09;0,36;0,09;y
1345;478;0,229;0,104;0,98;0,49;0,73;y
1346;478;0,229;0,104;0,98;0,49;0,73;y
1347;81;0,352;0,176;0;0;0;y
1348;667;0,021;0,414;1,46;0;0,66;y
1349;566;0,014;0,029;0,09;0,36;0,18;y
1350;272;0;0,261;0,38;0;0;y
1351;215;0,088;0;0;0;0;y
1352;131;0,478;0,095;0;1,59;0;y
1353;1509;0,197;0,434;0,11;0,59;0;y
1354;140;0,24;0,24;0;1,42;0;y
1355;1655;0,066;0,232;0;0;0;y
1356;1426;0,16;0,336;0,2;0,4;0,1;y
1357;2424;0,496;0,381;0,46;0,5;0,39;y
1358;318;0,107;1,178;0;0;0,32;y
1359;1426;0,16;0,336;0,2;0,4;0,1;y
1360;1407;0,117;0,403;0,08;0,85;0,08;y
1361;753;1,31;5,836;0,09;0;0,09;y
1362;17;0;0;0;0;0;y
1363;1439;0,16;0,352;0,2;0,4;0,1;y
1364;121;0;0,926;0;0;0;y
1365;104;0;0,238;0;0;0;y
1366;2049;0,157;0,502;0,08;0,42;0;y
1367;2045;0,157;0,518;0,08;0,42;0;y
1368;41;0,176;0,176;0;2,1;0;y
1369;122;1,023;1,023;0;0;0;y
1370;1458;0,155;0,31;0,19;0,39;0,09;y
1371;79;0,416;0,208;0;1,11;0;y
1372;125;0,086;0,086;0;0,55;0;y
1373;488;0,045;0,045;0;0;0;y
1374;595;0,231;0,925;0,49;0;0,65;y
1375;205;0,08;0,728;0;0;0;y
1376;38;0,086;0,26;0;0;0;y
1377;87;0;3,79;0;1,85;0;y
1378;235;0,057;0,057;0;0;0;y
1379;553;0,221;0,177;0,42;0;0;y
1380;210;0,097;0;0;0,6;0;y
1381;292;0,165;0,563;0;0;0;y
1382;42;0;0,164;0;0;0;y
1383;115;0;0,178;0;0,72;0;y
1384;65;0;0,561;0;0;0;y
1385;2501;0,515;0,345;0,52;0,32;0,42;y
1386;167;0;0,053;0;0;0;y
1387;3752;1,611;0;0;0;0;y
1388;11;0;0,872;0;0;0;y
1389;15;0;7,333;0;0;0;y
1390;326;0,05;0,083;0,14;0;0,29;y
1391;479;0,224;0,102;0,96;0,72;0,6;y
1392;226;0,067;0,941;0;0;0,43;y
1393;135;0;0,21;0;0;0;y
1394;234;0,046;0,42;0;0;0,29;y
1395;254;0,042;0,042;0;0;0,12;y
1396;113;0;0,109;0;0;0;y
1397;155;0,218;2,295;0;0;0,62;y
1398;241;0,402;0,443;0;0,52;0;y
1399;40;0;0;0;0;0;y
1400;44;0;2,695;0;0;0;y
1401;1078;0;0,378;0;0;0;y
1402;44;3,26;0;0;0;0;y
1403;225;0,041;0,082;0;0;0,25;y
1404;270;0,997;0,407;0,25;1,25;0,25;y
1405;99;0;0,061;0,7;0;0;y
1406;174;0;0,179;0;0;0;y
1407;249;0,434;0,514;0;0,77;0;y
1408;60;0;0,99;0;0;0;y
1409;78;0,188;0;0;0;0;y
1410;3210;0,868;0,391;0,51;1,03;0,49;y
1411;34;0;0,769;0;0;0;y
1412;13;0;1,647;0;0;0;y
1413;80;0,342;0,171;0;0;0;y
1414;148;0;0,152;0,19;0;0;y
1415;159;0;0,156;0;0;0;y
1416;3318;0,03;0,046;0;0,17;0;y
1417;1351;0,157;0,488;0,1;0,6;0,1;y
1418;288;0,885;0,797;0;0;0;y
1419;133;0;0,936;0;0;0;y
1420;136;0,301;2,865;0;0;0,84;y
1421;248;0,499;0,458;0;0,76;0;y
1422;82;0,353;0;0;0;0;y
1423;1407;0,117;0,403;0,08;0,85;0,08;y
1424;69;0;0,273;0;0;0;y
1425;102;0,085;0,171;0,58;0;0;y
1426;3084;1,05;0,678;0,77;0,56;0,74;y
1427;319;0,106;1,174;0;0;0,32;y
1428;753;1,31;5,836;0,09;0;0,09;y
1429;113;0;0;0;0;0;y
1430;118;0;0,824;0;0;0;y
1431;50;0,154;0,464;0;0;0;y
1432;81;0,197;0;1,14;0;0;y
1433;79;0,34;0,51;0;0;0;y
1434;166;0,272;0;0,4;1,62;0;y
1435;74;0,315;0,105;0,6;0;0,6;y
1436;578;0,161;0,161;0;0;0,25;y
1437;1070;0,241;0,439;0,76;0,44;0,76;y
1438;513;0,799;0,621;0;4,76;0;y
1439;119;0,194;0,129;0,42;0;0;y
1440;73;0,322;0,107;0,62;0;0,62;y
1441;1161;0,06;0,06;0;0;0,33;y
1442;116;0;0,834;0;0;0;y
1443;380;0,206;0;0,07;1;0,14;y
1444;479;0,205;0,102;0,96;0,72;0,6;y
1445;851;0,406;0,53;0;0;0,2;y
1446;30;0;1,048;0;0;0;y
1447;2218;0,486;0,324;0,46;0,46;0,35;y
1448;1029;0,206;0,275;0,3;0,9;0,3;y
1449;108;0,279;0,559;0;0;0;y
1450;872;0,232;0,402;0,29;0,09;0,19;y
1451;138;0;0,899;0,71;0;0;y
1452;896;0,225;1,051;0,3;0,76;0,15;y
1453;150;0;0,05;0;0;0;y
1454;771;0;0,591;0;0;0,09;y
1455;40;0;0,202;0;0;0;y
1456;149;0;0,29;0;0;0;y
1457;36;0;1,169;0;0;0;y
1458;80;0;0,653;0;0;0;y
1459;189;0;0,348;1,4;0,35;0,7;y
1460;87;0;1,443;0;0;0;y
1461;78;0;0,361;0;0;0;y
1462;137;0;0,416;0;0;0;y
1463;36;0;1,524;0;0;0;y
1464;1643;0,164;0,413;0,6;0,44;0,32;y
1465;76;0;0,407;0;0;0;y
1466;341;0,221;0,554;0,28;0;0,28;y
1467;1148;0,059;0,374;0,38;0;0,09;y
1468;190;0,302;0;0;0,2;0;y
1469;1144;0,147;0,294;0;0;0;y
1470;160;0,121;0,609;0,38;1,16;0;y
1471;158;0,29;0;0,32;0,98;0;y
1472;195;0;3,907;0;0,87;0;y
1473;1133;0,056;0,352;0,4;0;0,1;y
1474;617;0,131;0,149;0,8;0,05;0,35;y
1475;1365;0,154;0,417;0,19;0,59;0;y
1476;89;0;0,829;0;0,61;0,61;y
1477;59;0,291;0,145;0;0;0;y
1478;16;0;0,328;0;0;0;y
1479;981;0,261;0,358;0,34;0,08;0;y
1480;1214;0,067;0,308;0,17;0,17;0,17;y
1481;359;0,029;0,234;0,53;0;0,71;y
1482;543;0,037;1,045;0;0;0;y
1483;40;0;1,094;4,16;0;0;y
1484;506;0;0,033;0;0;0;y
1485;578;0,496;0,451;0,54;0,27;0,27;y
1486;333;0,232;0;0,08;1,14;0,16;y
1487;55;0,208;0;1,29;0;0;y
1488;15841;0;0;0;0;0,19;y
1489;303;0,015;0,045;1,36;0,09;0,19;y
1490;31;1,219;0;0;0;0;y
1491;65;0,062;0,312;0;0;0;y
1492;473;0,481;1,765;0;0;0,86;y
1493;107;0,182;0,365;0;0;0;y
1494;899;0;0,124;0;0;0,76;y
1495;319;0,388;0,485;0;0,94;0;y
1496;97;0,255;0,767;0;0;0;y
1497;135;0;0,046;0;0;0,52;y
1498;217;0,23;1,306;0;1,42;0,47;y
1499;242;0,306;0,536;0;0,47;0;y
1500;183;0,239;1,118;0;1,48;0,49;y
1501;93;0,787;1,181;0;1,19;0;y
1502;36;0,267;0,802;0;0;1,63;y
1503;539;0,058;0,019;0,16;0,21;0,27;y
1504;69;0;0;0;0;0,33;y
1505;666;0,151;1,289;0;0;0,23;y
1506;72;0,212;0;0;0;0;y
1507;419;0,058;0,117;0;0,35;0;y
1508;139;0;0;0;0;0;y
1509;375;0;0,502;0;0;0;y
1510;124;0,361;1,566;0;0,8;0,8;y
1511;104;0;0;0;0;0;y
1512;305;0;0,709;0;0;0;y
1513;77;0;0;0;0;0;y
1514;107;0,222;1,777;0;0;0;y
1515;218;0,218;0,218;0;1,44;0,28;y
1516;616;0;0,031;0;0;0;y
1517;69;0,213;0,426;0;0;0;y
1518;781;0,143;0,458;0,33;0;0,16;y
1519;261;0;0,199;0;0,41;0;y
1520;94;0,17;0,17;0;0;0;y
1521;17;0;0;0;0;0;y
1522;66;0,212;0,424;0;0;0;y
1523;966;0,312;0,768;0,7;0,07;0,49;y
1524;94;0,17;0,17;0;0;0;y
1525;160;0;1,351;0;0;0;y
1526;85;0;1,413;0;0;0;y
1527;180;0;2,412;0;0;0;y
1528;721;0,05;0,252;0,33;0,49;0;y
1529;387;0;0,495;0;0;0;y
1530;109;0,136;0;0;0;0;y
1531;126;0;0,398;0;0;0,63;y
1532;45;6,003;0;0;1,12;0;y
1533;61;0,208;0,417;0;0;0;y
1534;801;0,067;0,698;0,3;0;0,15;y
1535;16;0;0;0;0;0;y
1536;165;0,027;0,622;0,32;0;0,16;y
1537;16;0;0;0;0;0;y
1538;46;0;0,326;0;0;0;y
1539;3498;0,165;0,639;0,84;0,34;0,87;y
1540;49;0;0;0;0;0;y
1541;121;0,273;0,91;0;0,56;0,56;y
1542;264;0,023;0;0,07;0;0,07;y
1543;180;0,26;1,216;0;1,62;0,54;y
1544;186;0;1,36;0;0;0;y
1545;41;0;0,067;0,41;0;0,41;y
1546;217;0,024;0,558;0,29;0;0,14;y
1547;1244;0,21;0,105;0;1,48;0;y
1548;575;0,014;0,098;0,08;0,34;0,17;y
1549;798;0,224;0,775;1,11;0,11;0,22;y
1550;297;0;0,197;0;0;0,58;y
1551;2288;0,186;0,262;0,32;0;0,26;y
1552;153;0,15;1,131;0,44;0;0,44;y
1553;179;0;0,942;0,43;0;0,43;y
1554;38;0;1,554;0;0;0;y
1555;10;0;0;0;0;0;y
1556;63;0,215;0;0;0;0;y
1557;191;0;1,212;0;0;0;y
1558;566;0;0,326;0,52;0;0,52;y
1559;159;0,075;0,05;0;0,16;0,32;y
1560;72;0;0;0;0;0;y
1561;190;0,135;0,067;0;0,78;0,58;y
1562;48;0;0,211;0;0;0;y
1563;23;0;0;0;0;0;y
1564;82;0;0,952;0;0;0;y
1565;94;0;0,74;0;0;0;y
1566;162;0;0;0;0;0;y
1567;72;0;1,405;0;0;0;y
1568;1590;0,592;0,435;1,08;0,31;0,5;y
1569;771;0;0,591;0;0;0,09;y
1570;329;0,598;2,395;1,07;1,07;0;y
1571;530;0;0,199;0;0;0;y
1572;158;0,295;0,073;0;0;0;y
1573;287;0;1,232;0;0;0;y
1574;530;0;0,199;0;0;0;y
1575;57;0;0,963;0;0;0;y
1576;921;0,191;0,438;0,77;1,35;0,77;y
1577;243;0,083;0,166;0;0;0;y
1578;1345;0,211;0,225;0,08;0,79;0,17;y
1579;468;0,068;0;0,26;0;0,13;y
1580;134;0;0;0;0;0;y
1581;29;0;0,675;0;0;0;y
1582;363;0,075;1,285;0;0;0;y
1583;190;0,135;0,067;0;0,78;0,58;y
1584;112;0,105;0;0;0;0;y
1585;104;0;0,238;0;0;0;y
1586;80;0,35;0;0,38;0,76;0;y
1587;311;0;0,356;0;0;0,99;y
1588;125;0,698;2,295;0,52;1,05;0,52;y
1589;196;0,03;0,36;0,32;0;0,08;y
1590;21;0;0,147;0;0;0;y
1591;150;0;0,881;5,98;0;0,85;y
1592;921;0,191;0,438;0,77;1,34;0,77;y
1593;87;0;3,768;0;1,85;0;y
1594;129;0;0;0;0;0;y
1595;1500;0,152;0,37;0,6;0,36;0,32;y
1596;524;0,045;1,147;0;0,28;0,28;y
1597;185;0,716;0,102;0,6;0;0;y
1598;771;0;0,591;0;0;0,09;y
1599;1484;1,269;0,031;0;0;0;y
1600;640;0,121;0,145;0,74;0,04;0,32;y
1601;216;0,05;0,381;0,28;0,14;0,14;y
1602;219;0,05;0,379;0,27;0,13;0,13;y
1603;508;0,086;0;0;0;0,34;y
1604;921;0,191;0,438;0,77;1,35;0,77;y
1605;1613;0,139;0,334;0,76;0,29;0,4;y
1606;185;0,72;0,102;0,6;0;0;y
1607;922;0,191;0,437;0,77;1,34;0,77;y
1608;240;0,116;0,116;0;0,64;0,32;y
1609;208;0,196;0,056;0;0;0;y
1610;127;0;1,627;0;0;0;y
1611;921;0,191;0,438;0,77;1,35;0,77;y
1612;898;0,215;1,003;0,29;0,73;0,14;y
1613;898;0,215;1,004;0,29;0,73;0,14;y
1614;170;0,027;0;0;0;0;y
1615;228;0;0;0;0;0;y
1616;145;0;0;0;0;0;y
1617;504;0;0,016;0;0;0;y
1618;93;0;0,293;0,59;0;0;y
1619;921;0,191;0,438;0,77;1,34;0,77;y
1620;1123;0,056;0,709;0,43;0,08;0,43;y
1621;125;0;0;0;0;0;y
1622;313;0,133;0,535;0,85;0;0,85;y
1623;95;0;0;0;0;0;y
1624;160;0,12;0,601;0,38;1,16;0;y
1625;80;0;0,986;0;0;0;y
1626;1444;0,064;0,364;0;0,13;0;y
1627;3498;0,165;0,638;0,84;0,34;0,87;y
1628;533;0,128;0,472;0;0,27;0;y
1629;129;0,052;0,105;1,2;0;0,4;y
1630;10;0;3,076;9,09;0;4,54;y
1631;122;0,932;0,699;0;0;0;y
1632;106;0;0;0;0;0;y
1633;137;0;0,403;0;0;0;y
1634;608;0,197;0,474;0,27;0,13;0,4;y
1635;481;0;0;0;0;0;y
1636;492;0;0;0;0;0;y
1637;505;0;0;0;0;0;y
1638;814;0,222;0,412;0,29;0,09;0,19;y
1639;3498;0,165;0,639;0,84;0,34;0,87;y
1640;34;0,862;0;0;0;0;y
1641;51;0;0;0;0;0;y
1642;303;0,18;0,432;0;0;0,21;y
1643;352;0;0,606;0;0;0;y
1644;728;0,114;0,659;0,22;0;0,22;y
1645;53;0;0;0;0;0;y
1646;45;0;0;0;0;0;y
1647;728;0,114;0,659;0,22;0;0,22;y
1648;1609;0,609;0,05;0;0,21;0,1;y
1649;110;0;0;0;0;0;y
1650;133;0,149;0,298;0;1,31;0,43;y
1651;1123;0,056;0,709;0,43;0,08;0,43;y
1652;196;0;0,353;1,41;0,35;0,7;y
1653;3303;0,42;0,345;0,56;0,31;0,43;y
1654;990;0;0,061;0;0;0;y
1655;746;0,234;0,234;0,12;0,48;0;y
1656;617;0,131;0,149;0,8;0,05;0,35;y
1657;184;0,16;0,64;0;0;0;y
1658;100;0;0;0;0;0;y
1659;137;0,41;0,82;0;0,45;0;y
1660;353;0,794;0,855;0,4;4,01;0,4;y
1661;3214;0,065;0,006;0,17;0,1;0,1;y
1662;2062;0,109;0,522;0,28;0,46;0,14;y
1663;379;0;0;0;0;0;y
1664;897;0,378;0,523;0,5;0;0,33;y
1665;158;0,29;0;0,32;0,98;0;y
1666;67;0;0,193;0;0;0;y
1667;532;0,084;0,028;0;0;0,33;y
1668;292;0;0;0;0;0;y
1669;186;0,095;1,429;0;0;0;y
1670;461;0,291;1,021;0,24;0;0;y
1671;168;0,228;0,228;0;0;0;y
1672;186;0,025;0,615;0,3;0;0,15;y
1673;3525;0,145;0,538;0,34;0,39;0,13;y
1674;99;0;0;0;0;0;y
1675;126;0;0;0;0;0;y
1676;47;0,302;0,151;0;0;0;y
1677;161;0;0;0;0;0;y
1678;712;0,255;0,751;1,14;0,49;0,98;y
1679;400;0,229;0,919;0,22;0,45;0;y
1680;32;0;0,309;0;0;0;y
1681;1575;0,265;0,449;0,26;0,39;0,26;y
1682;979;0,261;0,358;0,34;0,08;0;y
1683;469;0;0,764;0,43;0;0,14;y
1684;981;0,261;0,358;0,34;0,08;0;y
1685;886;0;0,555;0,26;0,53;0;y
1686;49;0;0,192;0;0;0;y
1687;92;0;0;0;0;0;y
1688;253;0,061;0,493;0;0;0;y
1689;95;0;5,555;0;0;0;y
1690;162;0;0;0;0;0;y
1691;755;1,284;5,803;0,09;0;0,09;y
1692;352;0,364;0,273;0,55;0,55;0;y
1693;1360;0,104;0,733;0,46;0,58;0,58;y
1694;208;0,029;0;0;0;0;y
1695;42;0;0;0;0;0;y
1696;111;0,077;0,544;0;0;0,49;y
1697;33;0;0;0;0;0;y
1698;247;0,085;0;0,29;0;0;y
1699;396;0;1,385;0,28;0;0;y
1700;7;0;0;0;0;0;y
1701;713;0,255;0,845;1,14;0,49;1,06;y
1702;966;0,254;0,353;0,35;0,08;0;y
1703;701;0,256;0,736;1,14;0,49;0,98;y
1704;1360;0,104;0,733;0,46;0,58;0,58;y
1705;78;0;0;0;0;0;y
1706;255;0;0;0;0;0,41;y
1707;13;0;0;0;0;0;y
1708;968;0,254;0,353;0,35;0,08;0;y
1709;118;0;0;0;0;0;y
1710;153;0;0;0;0;0;y
1711;186;0;0;0;0;0;y
1712;768;1,308;5,828;0,09;0;0,09;y
1713;1163;0,266;0,319;0,29;0,58;0,36;y
1714;240;0;0;0;0;0;y
1715;45;0,291;0,145;0;0;0;y
1716;1449;0,421;0,441;0,34;0,56;0,17;y
1717;61;0;0;0;0;0;y
1718;929;0,25;0,444;0,26;0,08;0;y
1719;43;0,465;0,232;0;0;0;y
1720;237;0,206;0,412;0;0,6;0;y
1721;106;0;0;0;0;0;y
1722;241;0;0;0;0;0;y
1723;208;0;0,037;0;0;0;y
1724;112;0,11;0;0;0;0;y
1725;112;0,111;0;0;0;0;y
1726;26;0;0,11;0;0;0,7;y
1727;384;0,106;0,996;0;0;0,2;y
1728;41;0,271;0,543;0;1,44;0;y
1729;603;0;0,034;0;0;0;y
1730;84;0;0;0;0;0;y
1731;447;0,265;0;0,49;0;0;y
1732;2379;0,529;0,433;0,59;0,48;0,4;y
1733;79;0;0,757;0;0;0;y
1734;115;0;1,44;0;0;0;y
1735;78;0;0,785;0;0;0;y
1736;113;0;1,461;0;0;0;y
1737;1043;0,397;1,01;0,3;0;0,1;y
1738;186;0,025;0,615;0,3;0;0,15;y
1739;82;0;1,55;0;0;0;y
1740;118;0;1,765;0;0;0;y
1741;239;0;0,694;0;0,47;0;y
1742;877;0,233;0,404;0,29;0,09;0,19;y
1743;41;0,271;0,542;0;1,44;0;y
1744;72;0;0,896;0;0;0;y
1745;27;0;0;0;0;0;y
1746;56;0;0;0;0;0;y
1747;181;0;0,518;0;0;0;y
1748;108;0;0;0;0;0;y
1749;19;0;1,149;0;0;0;y
1750;196;0;0,638;0;0,55;0,27;y
1751;31;0;0;0;0;0;y
1752;211;0;0,225;0;0;0;y
1753;10062;1,785;1,542;0;0;0;y
1754;1042;0,396;0,975;0,3;0;0,1;y
1755;565;0,258;1,466;0;0;0;y
1756;153;0,207;0,552;1,61;0;0;y
1757;183;0,067;0,067;0;0;0,22;y
1758;700;0,183;0;0,3;0;0,07;y
1759;446;0,267;0;0,5;0;0;y
1760;742;0,303;0,212;0;3,62;0,19;y
1761;93;0,223;0,223;0,74;0;0;y
1762;4;0;0;0;0;0;y
1763;1339;0,242;0,256;0,17;0,95;0,17;y
1764;717;0,467;0,175;0,48;0;0,96;y
1765;93;0;0,305;0;0;0;y
1766;756;1,309;5,831;0,09;0;0,09;y
1767;95;0;0,309;0;0;0;y
1768;143;0,06;0,241;0;0;0;y
1769;1466;0,228;0,241;0,16;0,9;0,16;y
1770;99;0;2,152;0;0;0;y
1771;727;0,43;0,43;0,48;4,32;0;y
1772;1478;0,134;0,43;0,18;0,55;0;y
1773;97;0;0,124;0,4;0;0;y
1774;30;0;0;0;0;0;y
1775;28;0;0;0;0;0;y
1776;501;0,128;0,96;0,43;0;0;y
1777;69;0;2,354;0;0;0;y
1778;164;0,979;0,445;0,5;0,5;0;y
1779;344;0,093;1,029;0;0;0,27;y
1780;3498;0,165;0,639;0,84;0,34;0,87;y
1781;147;0;1,363;0;0;0;y
1782;186;0;0;0;0;0,71;y
1783;858;0,104;0,156;0;0;0,33;y
1784;1603;0,075;0,263;0,21;0,21;0,42;y
1785;225;0,536;1,431;1,01;1,51;0;y
1786;53;0,154;0,928;0;0,86;0,86;y
1787;319;0,015;0,094;0,08;0;0,25;y
1788;344;0,093;1,023;0;0;0,27;y
1789;150;0;0;0;0;0;y
1790;52;0;0,297;0;0;0;y
1791;1351;0,157;0,488;0,1;0,6;0,1;y
1792;318;0;0,095;0,41;0,52;0,2;y
1793;177;0,928;0,433;0;1,47;0;y
1794;608;0;0,123;0;0;0,15;y
1795;133;0,164;2,306;0,93;0;0,93;y
1796;430;0,133;1,103;0,45;0;0;y
1797;1118;0,141;0,329;0,54;0;0;y
1798;325;0,088;0,661;0,38;0;0,76;y
1799;79;0,207;0,207;0;0;0;y
1800;63;0,116;1,16;0;0;0;y
1801;79;0,207;0,207;0;0;0;y
1802;78;0;3,588;0;0;0;y
1803;55;0,429;0,6;0;0;0;y
1804;168;0,049;0;0;0,29;0;y
1805;96;0,238;0,238;0,68;0,68;0;y
1806;1351;0,157;0,488;0,1;0,6;0,1;y
1807;227;0,23;0,057;0;2;0;y
1808;182;0;0;0;0;0;y
1809;74;0,192;0,64;0,79;1,18;0,39;y
1810;258;0;0,51;0,38;0;0;y
1811;101;0;0,082;0;0;0;y
1812;1003;0,032;0,887;0,1;0;0;y
1813;5902;0,022;0,022;0;0;0;n
1814;26;0;0,149;0;0;0;n
1815;3;0;0;0;0;0;n
1816;65;0;0,262;0;0;0;n
1817;1866;0;0;0;0;0;n
1818;35;0;0;0;0;0;n
1819;150;0;0;0;0;0;n
1820;1;0;0;0;0;0;n
1821;28;0;0,393;0;0;0;n
1822;16;0;0,729;0;0;0;n
1823;791;0;0,149;0;0;0;n
1824;83;0;0;0;0;0,9;n
1825;26;0;0;0;0;0;n
1826;709;0,032;0;0;0;0,08;n
1827;27;0;0;0;0;0;n
1828;50;0;0;0;0;0;n
1829;16;0;0,546;0;0;0;n
1830;122;0;0,115;0;0;0;n
1831;28;0;0;0;0;0;n
1832;13;0;0,375;0;0;0;n
1833;113;0;0;0;0;0;n
1834;114;0;0,282;0;0;0;n
1835;843;0,026;0,044;0,42;0,06;0,18;n
1836;12;0;0;0;0;0;n
1837;45;0;0;0;0;0;n
1838;8;0;0;0;0;0;n
1839;21;0;0;0;0;0;n
1840;7;0;1,315;0;0;0;n
1841;72;0;0;0;0;0;n
1842;49;0;0,313;0;0;0;n
1843;20;0;0;0;0;0;n
1844;89;0;0;0;0;0;n
1845;23;0;0;0;0;0;n
1846;123;0;0;0;0;0;n
1847;1995;0;0,033;0;0;0,08;n
1848;25;0;0;0;0;0;n
1849;433;0,071;0;0;0;0;n
1850;20;0;0;0;0;0;n
1851;723;0;0,161;0;0;0;n
1852;16;0;0,684;0;0;0;n
1853;11;0;0,211;0;0;0;n
1854;147;0;0,068;0;0;0;n
1855;41;0;0;0;0;0;n
1856;242;0;0,072;0;0;0,29;n
1857;158;0;0,045;0;0;0,26;n
1858;68;0;0,301;0;0;0;n
1859;11;0;0;0;0;0;n
1860;11;0;0;0;0;0;n
1861;14;0;0,613;0;0;0;n
1862;8;0;3,048;0;0;0;n
1863;90;0;0;0;0;0;n
1864;21;0;0;0;0;0;n
1865;19;0;0,725;0;0;0;n
1866;535;0,031;0;0;0;0,11;n
1867;107;0;0,048;0;0;0,67;n
1868;2078;0,006;0;0;0;0,02;n
1869;66;0;0,08;0;0;0,51;n
1870;71;0;0,061;0;0;0;n
1871;423;0,027;0;0;0;0;n
1872;683;0;0,117;0;0;0;n
1873;130;0;0,123;0;0;0;n
1874;10;0;0;0;0;0;n
1875;1064;0;0;0;0;0;n
1876;40;0;0,091;0;0;0;n
1877;39;0;0;0;0;0;n
1878;27;0;0,24;0;0;0;n
1879;97;0;0;0;0;0,3;n
1880;27;0;0,218;0;0;0;n
1881;24;0;0;0;0;0;n
1882;26;0;0;0;0;0;n
1883;59;0,103;0,31;0;0;0;n
1884;617;0,085;0;0;0;0;n
1885;693;0;0;0;0;0;n
1886;220;0,033;0;0;0;0,07;n
1887;11;0;1,886;0;0;0;n
1888;112;0,08;0;0;0;0;n
1889;4;0;0;0;0;0;n
1890;68;0;0;0;0;0;n
1891;357;0;0;0;0;0;n
1892;120;0;0;0;0;0;n
1893;329;0;0;0;0;0;n
1894;971;0;0,042;0;0;0,11;n
1895;496;0;0;0;0;0;n
1896;566;0;0,052;0;0;0;n
1897;164;0;0;0;0;0;n
1898;56;0;0;0;0;0;n
1899;11;0;0;0;0;0;n
1900;4;0;0;0;0;0;n
1901;496;0;0;0;0;0;n
1902;11;0;0;0;0;0;n
1903;115;0;0;0;0;0;n
1904;137;0;0;0;0;0;n
1905;654;0;0,02;0;0;0;n
1906;15;0;0;0;0;0;n
1907;68;0;0;0;0;0;n
1908;24;0;0;0;0;0;n
1909;168;0;0;0;0;0;n
1910;94;0;0;0;0;0,31;n
1911;185;0;0,074;0;0;0;n
1912;138;0;0;0;0;0,32;n
1913;11;0;0;0;0;0;n
1914;1026;0;0,073;0;0,05;0,15;n
1915;16;0;0;0;0;0;n
1916;166;0;0;0;0;0;n
1917;2954;0,005;0,008;0;0,01;0,07;n
1918;1655;0,012;0;0,08;0;0,16;n
1919;22;0;0,17;0;0;1;n
1920;77;0;0;0;0;0;n
1921;206;0;0;0;0;0;n
1922;27;0;0,239;0;0;0;n
1923;29;0;0;0;0;0;n
1924;142;0,121;0,202;0,69;0;0,23;n
1925;15;0;0;0;0;0;n
1926;84;0;0;0;0;0;n
1927;35;0;0;0;0;0;n
1928;71;0;0,148;0;0;0;n
1929;53;0;0;0;0;0;n
1930;76;0;0;0;0;0;n
1931;129;0,313;0,313;0;0;0;n
1932;72;0;0;0;0;0;n
1933;536;0;0;0;0;0;n
1934;158;0;0,125;0;0;0;n
1935;98;0;0,045;0;0;0;n
1936;875;0,016;0;0;0;0,05;n
1937;110;0;0,372;0;0;0;n
1938;146;0;0,413;0;0;0,25;n
1939;24;0;0,214;0;0;0;n
1940;45;0;0,448;0;0;0;n
1941;15;0;1,234;0;0;0;n
1942;59;0;0;0;0;0;n
1943;45;0;0,165;0;0;0;n
1944;6;0;0;0;0;0;n
1945;81;0;0;0;0;0;n
1946;92;0;0;0,42;0;0;n
1947;30;0;0;0;0;0;n
1948;17;0;0;0;0;0;n
1949;16;0;0,724;0;0;0;n
1950;378;0;0;0;0;0;n
1951;462;0;0;0;0;0;n
1952;446;0,052;0;0;0,13;0;n
1953;38;0;0;0;0;0,62;n
1954;74;0;0;0;0;0,67;n
1955;69;0;0,151;0;0;0,42;n
1956;59;0;0;0;0;0;n
1957;88;0;0;0;0;0;n
1958;46;0;0,167;0;0;0;n
1959;47;0;0;0;0;0;n
1960;104;0;0;0;0;0;n
